,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,hourly,monthly,job_state,age,Job Title Simplified,job_role,job_seniority,Salary
592,ai data scientist,"124,707 ","Ciena is committed to our people-first philosophy. Our teams enjoy a culture focused on prioritizing a personalized and flexible work environment that empowers an individual’s passions, growth, wellbeing and belonging. We’re a technology company that leads with our humanity—driving our business priorities alongside meaningful social, community, and societal impact.
Summary:
Ciena is seeking a highly skilled and analytical AI Data Scientist to join our team. The ideal candidate will have a strong foundation in data science, artificial intelligence, and statistical analysis. You will be responsible for leveraging large datasets to develop AI-driven models and insights that inform business decisions and strategies.
Show more",4.3,Ciena,"Linthicum Heights, MD",5001 to 10000 Employees,1992.0,Company - Public,Telecommunications Services,Telecommunications,$1 to $5 billion (USD),0,0,MD,31.0,ai data scientist,mle/ai,2,124707.0
593,data scientist – learning analytics,"117,500 ","DATA SCIENTIST, LEARNING ANALYTICS, MIT Open Learning, to collaborate with faculty, course teams, and colleagues to design and assess digital learning experiences. Will use data-science tools and pedagogy research to extract insights from complex datasets and design and conduct experiments; and work closely with Residential Education team members and others across MIT to communicate results, inform iterative instructional improvements, and drive learning analytics innovation.

A full job description is available at https://openlearning.mit.edu/jobs.
Job Requirements
REQUIRED: bachelor's degree (master’s preferred) in a related field with education research methods and statistical analysis; at least seven years of work experience; proficiency with Python or R, SQL, web servers, databases, APIs, and web services; knowledge of web standards, accessibility, and SEO; and ability to design and conduct experiments on pedagogy and course content. Must also be able to collaborate with faculty, course teams, and colleagues; communicate effectively and drive innovation in data-driven learning analytics; and work independently on multiple projects concurrently.

Salary range: $110,000 - 125,000, with the final salary determined by MIT’s compensation team based on the skills and experience of the selected candidate.

Will be required to work on campus four days a month or more in Cambridge, depending on the needs of the team.

for this position now or in the future.

Employment is contingent upon the completion of a satisfactory background check.
Show more",4.4,MIT,"Cambridge, MA",10000+ Employees,1861.0,College / University,Colleges & Universities,Education,$1 to $5 billion (USD),0,0,MA,162.0,data scientist,data scientist,2,117500.0
594,lead data scientist - genai,"189,475 ","At Boeing, we innovate and collaborate to make the world a better place. From the seabed to outer space, you can contribute to work that matters with a company where diversity, equity and inclusion are shared values. We’re committed to fostering an environment for every teammate that’s welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us.
Boeing Defense, Space & Security (BDS) is seeking a Lead Data Scientist – GenAI to join team located in Multiple Locations.
This position can be located in the following areas: Seattle, WA; Arlington, VA; Denver, CO; Long Beach, CA; Miami, FL; New York, NY; North Charleston, SC; Plano, TX; Saint Louis, MO; San Francisco, CA.
Position Responsibilities:

U.S. Government Export Control Status: This position must meet export control compliance requirements. To meet export control compliance requirements, a “U.S. Person” as defined by 22 C.F.R. §120.15 is required. “U.S. Person” includes U.S. Citizen, lawful permanent resident, refugee, or asylee.

US based job, US Person required

Show more",3.9,BOEING,"Seattle, WA",10000+ Employees,1916.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),0,0,WA,107.0,lead data scientist,data scientist,5,189475.0
595,data scientist,"95,179 ","Duties
NH-02

DUTY 1: Performs developmental assignments in support of projects assigned to higher level analysts. Performs minor phases of a larger assignment or work of moderate difficulty where procedures are established, and a number of specific guidelines exist. Applies the various steps of accepted data science procedures to search for information and perform well precedented work. Performs a series of specific and related tasks that have been selected to orient the employee in the practical application of basic occupational techniques, such as conducting analytical investigations using scientific methodology and problem solving for matters that are primarily of a factual nature. Assignments are combined with training to further develop analytical skills and techniques. Assistance is available from the supervisor or a higher-graded specialist.

DUTY 2: Performs general operations and assignments for portions of a project or study consisting of a series of interrelated tasks or problems. The employee applies judgment in the independent application of methods and techniques previously learned. The employee locates and selects the most appropriate guidelines and modifies to address unusual situations. Assists higher graded data scientists in finding solutions to problems requiring a variety of sources and utilizes suggested work methods, practices, or procedures to work unfamiliar tasks. Compiles, organizes, analyzes, and processes data and information in compliance with established procedures. Evaluates and resolves routine problems that are encountered; refers unfamiliar situations, significant deviations, and problems to the supervisor for assistance.

DUTY 3: Participates in special initiatives, studies, and projects. Performs special research tasks designed to utilize and enhance knowledge of work processes and techniques. Works with higher graded specialists in planning and conducting special initiatives, studies, and projects. Assists in preparing reports and briefings outlining study findings and recommendations. Uses computers and information technology and their varied applications to accomplish projects, plans, and reports.

DUTY 4: Prepares correspondence and other documentation. Drafts or prepares a variety of documents to include newsletter items, responses to routine inquiries, reports, letters, and other related documents.




































































Show more",4.1,US Department of the Air Force - Agency Wide,"Los Angeles, CA",10000+ Employees,1947.0,Government,National Agencies,Government & Public Administration,$10+ billion (USD),0,0,CA,76.0,data scientist,data scientist,2,95179.0
596,analytics scientist,"107,727 ","We are the movers of the world and the makers of the future. We get up every day, roll up our sleeves and build a better world - together. At Ford, we’re all a part of something bigger than ourselves. What will you make today?
The Risk Analytics Group is looking for a data scientist with solid Machine Learning and Artificial Intelligence background, strong programming skills and preferably good understanding of modern cloud platform like GCP. You will have the opportunity to work with some of the brightest subject matter experts to contribute to auto financing industry, assisting in all phases of project work, including problem formulation, model development and deployment.
Risk Analytics team within Ford Global Data Insight and Analytics (GDI&A) has a talented, motivated, innovative group of individuals with an entrepreneurial mindset and a deep interest in data and modeling.



Show more",4.0,Ford Motor Company,"Dearborn, MI",10000+ Employees,1903.0,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),0,0,MI,120.0,analytics scientist,data scientist,unknown,107727.0
597,senior data scientist - - generative ai,"92,300 ","Company :
Highmark Health
Job Description :
JOB SUMMARY
***CANDIDATE MUST BE US Citizen (due to contractual/access requirements)***
We are seeking a Generative AI and Data Science Specialist to join our team and lead the development of cutting-edge analytical solutions that will revolutionize our business. The ideal candidate will have a proven track record of success in applying Generative AI and data science to solve complex business problems and create new opportunities. This role will play a pivotal role in driving our organization's digital transformation by harnessing the power of Generative AI and data science to extract valuable insights from vast and diverse datasets. We are looking for an individual with a deep understanding of Generative AI techniques, as well as strong data science and statistical skills. The ideal candidate will be able to think creatively and develop innovative solutions to complex problems. They will also be an excellent communicator and able to clearly articulate their findings to business stakeholders.
None






$92,300.00
$170,800.00
Show more",3.6,Highmark Health,Pennsylvania,10000+ Employees,,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),0,0,Pennsylvania,,sr data scientist,data scientist,4,92300.0
598,data scientist,"120,203 ","Data Intelligence Technologies, a subsidiary of Axiologic Solutions is looking for a Data Scientist to join our team. Our team members are exceptional people who care deeply about their work, their clients, and their mission by listening and delivering. Come help us to make an impact on our client’s toughest mission challenges.
*Commitment to employees *Meaningful work *Career advancement *Collaborative spirit *Work-life balance *Diverse workforce *Veteran proud
We have a generous compensation package to include but is not limited to, competitive medical/dental/401(k) plans, an electronic stipend, and an opportunity for profit sharing!
Duties, Tasks & Responsibilities


Show more",4.1,Axiologic Solutions,"Chantilly, VA",201 to 500 Employees,2009.0,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,0,0,VA,14.0,data scientist,data scientist,2,120203.0
599,senior data scientist,"165,124 ","Who we are:
Want to make an impact? Join our pack and come work (and play!) with us.

We believe everyone deserves the unconditional love of a pet—and at Rover, our mission is to make it easier to experience that love. Founded in 2011, the Rover app and website connect dog and cat parents with loving pet sitters and dog walkers in neighborhoods across the US, Canada, and Europe. We empower our community of trusted pet sitters and dog walkers to run their own pet care businesses on Rover with the tools and security of a global company to back them.

Headquartered in Seattle, Washington, we work closely with our teams in Barcelona, San Antonio, Spokane, and remote locations. We’ve got a reputation for being a great place to work, having been named among the 100 Best Companies to Work For in Seattle Business Magazine and Washington’s Best Workplaces in the Puget Sound Business Journal. We're an agile, fast-growing company, and our leadership comes from some of the world's most respected tech companies.












Show more",4.0,Rover,"Seattle, WA",201 to 500 Employees,2011.0,Company - Public,Consumer Product Rental,Personal Consumer Services,Unknown / Non-Applicable,0,0,WA,12.0,sr data scientist,data scientist,4,165124.0
600,data scientist,"133,400 ","Marchex has been delivering innovative revenue generation and business optimization solutions for our customers since our founding, and as a public company since 2004. Our market-leading and award-winning conversation intelligence platform helps businesses gain the strategic insights needed to act immediately and win more business.

Job Overview

The Data Scientist role will bring a powerful combination of expertise in audio processing, audio modeling, Language Models (LLMs) and Machine Learning (ML) models to our organization. Through the mining and analysis of audio conversational data, the position will unearth vital insights and create predictive models that shape strategic decision-making, thereby boosting our overall business performance. This role contributes a comprehensive understanding of audio data analysis and model development, natural language processing, data mining methodologies, and predictive analytics, enabling us to interpret and leverage complex datasets. By facilitating effective communication and collaboration with cross-functional teams, this position will help translate data findings into implementable business strategies. The contributions of the Data Scientist will be instrumental in evolving our conversation analytics capabilities, improving customer interactions, and guiding our company's strategic direction.







Show more",3.0,Marchex Inc.,Remote,201 to 500 Employees,2003.0,Company - Public,Advertising & Public Relations,Media & Communication,$100 to $500 million (USD),0,0,Remote,20.0,data scientist,data scientist,2,133400.0
601,data scientist,"112,231 ","Job Responsibilities:

Working collaboratively with end-users to collect information to develop and support processes, systems, and reporting which will drive productivity and efficiency.
Utilizing SQL and relational databases to write queries, and track, analyze, and report on data and metrics.
Create an Extract, Transform, Load process, and other documentation.
Analyze data generated from the app to create data visualizations for reporting purposes.




Show more",-1.0,Chirality Research,"Houston, TX",Unknown,,Company - Private,Research & Development,Management & Consulting,Unknown / Non-Applicable,0,0,TX,,data scientist,data scientist,2,112231.0
602,data scientist (hybrid),"113,862 ","We are interested in every qualified candidate who is eligible to work in the United States. However, we are not able to sponsor visas or take over sponsorship at this time.
About the role:
As an Analyst or Data Scientist, you will be one of Enova's most valuable team members. You will develop, enhance and test our models for use in determining the appropriate lending criteria and verification procedures. At times, you may be asked to conduct ad hoc analysis using statistical and financial tools to recommend for risk management, marketing and operational strategies. You will demonstrate the ability to interpret and organize data, and communicate it effectively to cross functional teams to solve business problems, provide requirements and support implementation.
Show more",3.8,Enova International,"Chicago, IL",1001 to 5000 Employees,2004.0,Company - Public,Banking & Lending,Financial Services,$1 to $5 billion (USD),0,0,IL,19.0,data scientist,data scientist,2,113862.0
603,senior/lead data scientist,"168,500 ","At Nova Credit, our mission is to power a more fair and inclusive financial system for the world. Nova Credit's diverse global team is stitching together the world's credit data into a single network to unlock financial opportunities for immigrants and other populations historically excluded from the credit system. We've built a platform that enables lenders to access a single, predictive cross-border credit database to help enable underwriting decisions. We are backed by leading investors, including Kleiner Perkins, General Catalyst, Index Ventures, and a Great Place to Work Certified company!

As a Senior Data Scientist, you will be part of the Data Science team within Nova Credit, playing an essential role in researching, designing, and building out our data science strategy for Cash Atlas™. Applying your critical thinking and analytical skills to data, traditional statistical modeling, and modern machine learning techniques, you will serve as a conduit to bring key functions together, including data partnerships, risk and analytics, product, engineering, and customer success, to develop and implement our core data systems. In conjunction with our customer-facing teams, you will demonstrate the strength of our product through data analytics and insights. Ultimately, your role is to ensure the delivery of high-quality predictive risk signals; every initiative you work on will be critical to our team's success!


Show more",4.5,Nova Credit,"New York, NY",51 to 200 Employees,2016.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,NY,7.0,sr /lead data scientist,data scientist,4,168500.0
604,staff data scientist,"162,200 ","Intuit Credit Karma is a mission-driven company, focused on championing financial progress for our more than 130 million members globally. While we're best known for pioneering free credit scores, our members turn to us for everything related to their financial goals, including identity monitoring, applying for credit cards, shopping for insurance and loans (car, home and personal) and savings accounts and checking accounts* - all for free. Credit Karma has grown significantly through the years: we now have more than 1,700 employees across our offices in Oakland, Charlotte, Culver City, San Diego, London and New York City.

Banking services provided by MVB Bank, Inc., Member FDIC




Show more",4.3,Credit Karma,"Charlotte, NC",1001 to 5000 Employees,2007.0,Company - Public,Research & Development,Management & Consulting,Unknown / Non-Applicable,0,0,NC,16.0,staff data scientist,data scientist,4,162200.0
605,quality data scientist,"91,828 ","Job ID: 35402
Location: Seguin, US
Vitesco Technologies is on the lookout for a proficient Quality Data Scientist to join our team in Seguin, Texas. This role is central to our transition towards Industry 4.0, focusing on smart automation and Big Data utilization. The role involves implementing machine learning, artificial intelligence, and predictive modeling projects to enhance workplace efficiency and product quality.
Responsibilities:
Lead the design and execution of complex Big Data projects, extracting and interpreting large data sets to identify trends and inform decision-making.


Show more",3.1,Vitesco Technologies Group AG,"Seguin, TX",10000+ Employees,2001.0,Unknown,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),0,0,TX,22.0,quality data scientist,data scientist,2,91828.0
606,data scientist,"127,534 ","Today's logistics marketplace is an ever-changing landscape where you can make your mark. Spot gives you the tools to tackle industry challenges for our partners. Here, initiative, drive, and teamwork form the basis for a rewarding, fast-paced career.
About the job
Today's logistics marketplace is an ever-changing landscape where you can make your mark. Red Technologies gives you the tools to tackle industry challenges for our partners. Here, initiative, drive, and teamwork form the basis for a rewarding, fast-paced career.

We are seeking a talented Data Scientist who has a passion for solving business problems by providing critical & actionable insights through data modeling and analysis. You'll partner directly with the most senior leadership at Red Technologies, along with our data/technology teams to understand and solve complex business problems. You will be using our rich database of millions of data points to build a proprietary & dynamic pricing model, as well as other operational models that will greatly impact our growth, profitability & overall efficiency.

You would be a great fit for our team if you're a self-starter who is passionate about exploring the intersection of real business problems with huge data sets and finding ways to deliver value to our daily operations. This person will be a game changer in an industry that is ripe for AI/data analytics.




Show more",3.2,Spot Inc.,"Chicago, IL",501 to 1000 Employees,2009.0,Company - Private,Shipping & Trucking,Transportation & Logistics,$500 million to $1 billion (USD),0,0,IL,14.0,data scientist,data scientist,2,127534.0
607,data scientist,"127,534 ","Today's logistics marketplace is an ever-changing landscape where you can make your mark. Spot gives you the tools to tackle industry challenges for our partners. Here, initiative, drive, and teamwork form the basis for a rewarding, fast-paced career.
About the job
Today's logistics marketplace is an ever-changing landscape where you can make your mark. Red Technologies gives you the tools to tackle industry challenges for our partners. Here, initiative, drive, and teamwork form the basis for a rewarding, fast-paced career.

We are seeking a talented Data Scientist who has a passion for solving business problems by providing critical & actionable insights through data modeling and analysis. You'll partner directly with the most senior leadership at Red Technologies, along with our data/technology teams to understand and solve complex business problems. You will be using our rich database of millions of data points to build a proprietary & dynamic pricing model, as well as other operational models that will greatly impact our growth, profitability & overall efficiency.

You would be a great fit for our team if you're a self-starter who is passionate about exploring the intersection of real business problems with huge data sets and finding ways to deliver value to our daily operations. This person will be a game changer in an industry that is ripe for AI/data analytics.




Show more",3.2,Spot Inc.,"Chicago, IL",501 to 1000 Employees,2009.0,Company - Private,Shipping & Trucking,Transportation & Logistics,$500 million to $1 billion (USD),0,0,IL,14.0,data scientist,data scientist,2,127534.0
608,"data scientist, data strategy and analytics","216,200 ","Abbott is a global healthcare leader that helps people live more fully at all stages of life. Our portfolio of life-changing technologies spans the spectrum of healthcare, with leading businesses and products in diagnostics, medical devices, nutritionals and branded generic medicines. Our 115,000 colleagues serve people in more than 160 countries.
Working at Abbott
At Abbott, you can do work that matters, grow, and learn, care for yourself and family, be your true self and live a full life. You’ll also have access to:
Career development with an international company where you can grow the career you dream of.


Show more",3.8,Abbott Laboratories,"Alameda, CA",10000+ Employees,1888.0,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),0,0,CA,135.0,data scientist,data scientist,2,216200.0
609,junior scientific programmer/data scientist,"77,299 ","All required qualifications must be documented on application materials.
Required Qualifications:
B.A./B.S. in Computer Science/Math/Statistics/Physics/Informatics or related technical disciplines and 2 years of related experience or a combination of education and experience in a research or technical environment to equal six (6) years.
Experience with R or Matlab or Python. Experience with SQL.
Experience writing code for complex computer programs independently. Please provide a link to samples of your code available online (Github or similar services).













Show more",4.2,University of Minnesota,"Minneapolis, MN",Unknown,1851.0,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,0,0,MN,172.0,jr scientific programmer/data scientist,data scientist,1,77299.0
610,data scientist,"95,796 ","Improve business and family comfort, protection and productivity
Honeywell is a Fortune 100 company that invents and manufactures technologies to address critical challenges linked to global macrotrends such as safety, security, productivity, global urbanization and energy. With approximately 129,000 employees worldwide, including more than 19,000 engineers and scientists, Honeywell has an unrelenting focus on quality, delivery, value, and technology in everything they make and do. Honeywell has been named a Top 100 Global Innovator for seven years in a row, recognizing the company’s global reach of portfolio and invention influence.
In Kansas City, Honeywell Federal Manufacturing & Technologies (FM&T) manages and operates the U.S. Department of Energy/National Nuclear Security Administration’s (NNSA) Kansas City National Security Campus. This state-of-the-art engineering, manufacturing, and sourcing facility produces a wide array of intricate components to deliver trusted national security products and government services primarily for the NNSA. Honeywell FM&T’s culture of integrity, commitment and continuous improvement enables them to deliver responsive, collaborative, and innovative management and technology services and products that translate into cutting edge solutions to complex national security issues.




Show more",4.0,Honeywell,"Kansas City, MO",10000+ Employees,1885.0,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),0,0,MO,138.0,data scientist,data scientist,2,95796.0
611,senior data scientist - marketing science,"159,264 ","Job Overview
Marketing science – a sub-team within marketing analytics at Disney’s Direct to Consumer team (Hulu, Disney+, ESPN+ and Star) – is in search of an econometrician to run marketing mix models (MMM) and associated ancillary analysis. This position will work as part of a team focused primarily on econometric modeling, which also provides support for downstream practices used to inform marketing investment. The analyst plays a hands-on role in modeling efforts. The ideal candidate has a substantial quantitative skill set with direct experience in marketing science practices (MMM, attribution modeling, testing / experimentation, etc.), and should serve as a strong mentor to analysts, helping to onboard new talent in support of wider company goals. Technical acumen as well as narrative-building are integral to the success of this role.

The hiring range for this position in Santa Monica, California is $136,038 to $182,490 per year and in Seattle, Washington and New York, New York is $142,516 to $191,180 per year. The base pay actually offered will take into account internal equity and also may vary depending on the candidate’s geographic region, job-related knowledge, skills, and experience among other factors. A bonus and/or long-term incentive units may be provided as part of the compensation package, in addition to the full range of medical, financial, and/or other benefits, dependent on the level and position offered.
Show more",3.8,Disney Direct to Consumer,"New York, NY",10000+ Employees,1923.0,Company - Public,Film Production,Media & Communication,$10+ billion (USD),0,0,NY,100.0,sr data scientist,data scientist,4,159264.0
612,"sr data analyst, customer analytics","105,000 ","NEIMAN MARCUS GROUP

Neiman Marcus Group (NMG) has been the premier destination for luxury fashion and goods, superior service, and an elevated retail experience for more than a century. Today, 9,000 associates contribute to the success of NMG’s brands: Neiman Marcus, Bergdorf Goodman, Last Call, and Horchow. There are 38 full-line Neiman Marcus stores in cosmopolitan markets across the United States and a sophisticated digital platform that attracts shoppers worldwide. Bergdorf Goodman operates two stores in landmark locations on Fifth Avenue in New York City and BergdorfGoodman.com, catering to loyal luxury customers globally. NMG also owns five Last Call stores and Horchow.com, an e-commerce site that offers premium furniture and home decor.





























































Show more",3.2,Neiman Marcus,United States,10000+ Employees,1907.0,Company - Private,"Department, Clothing & Shoe Stores",Retail & Wholesale,Unknown / Non-Applicable,0,0,United States,116.0,"sr data analyst, customer analytics",analyst,4,105000.0
613,senior data scientist,"138,279 ","Company Description

At ServiceNow, our technology makes the world work for everyone, and our people make it possible. We move fast because the world can’t wait, and we innovate in ways no one else can for our customers and communities. By joining ServiceNow, you are part of an ambitious team of change makers who have a restless curiosity and a drive for ingenuity. We know that your best work happens when you live your best life and share your unique talents, so we do everything we can to make that possible. We dream big together, supporting each other to make our individual and collective dreams come true. The future is ours, and it starts with you.
With more than 7,700+ customers, we serve approximately 85% of the Fortune 500®, and we're proud to be one of FORTUNE 100 Best Companies to Work For® and World's Most Admired Companies™.








Show more",4.4,ServiceNow,"Chicago, IL",10000+ Employees,2004.0,Company - Public,Enterprise Software & Network Solutions,Information Technology,$1 to $5 billion (USD),0,0,IL,19.0,sr data scientist,data scientist,4,138279.0
614,data scientist - ai/ml (genetic medicine),"111,839 ","At Lilly, we unite caring with discovery to make life better for people around the world. We are a global healthcare leader headquartered in Indianapolis, Indiana. Our employees around the world work to discover and bring life-changing medicines to those who need them, improve the understanding and management of disease, and give back to our communities through philanthropy and volunteerism. We give our best effort to our work, and we put people first. We’re looking for people who are determined to make life better for people around the world.
Lilly’s Purpose
At Lilly, we serve an extraordinary purpose. We make a difference for people around the globe by discovering, developing and delivering medicines that help them live longer, healthier, more active lives. Not only do we deliver breakthrough medications, but you also can count on us to develop creative solutions to support communities through philanthropy and volunteerism.


Show more",4.1,Lilly,"Indianapolis, IN",10000+ Employees,1876.0,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),0,0,IN,147.0,data scientist,data scientist,2,111839.0
615,data scientist,"130,000 ","Data Scientist
New York - Hybrid
Competitive Salary plus Benefits and Bonus
TECH STACK: Python, SQL, PowerBI / Tableau, AWS / GCP
This is an exciting opportunity to join one of the fastest growing tech companies in the US, they are looking for an experienced Data Scientist whose role will be to provide key insights to business problems and work on predictive and machine learning algorithms through to deployment.
ABOUT THE COMPANY
This organization is not only one of the fastest growing firms on the east coast, but they are also one of the highest-rated on Glassdoor. This means you will not only have the chance to shape a fantastic career, but you will also enjoy working there! The business has invested multiple millions of dollars into their data platform, and this includes hiring a top team of senior management, all experts in their respective disciplines.
Show more",5.0,Dataworks,"New York, NY",1 to 50 Employees,2021.0,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 million (USD),0,0,NY,2.0,data scientist,data scientist,2,130000.0
616,research data scientist,"96,848 ","Department

EPIC - Climate Impact Lab (CIL)

About the Department

As an interdisciplinary research and training center at the University of Chicago, EPIC is contributing innovative solutions to the global energy challenge. Previous results from EPIC projects have been influential with policymakers worldwide and featured in the New York Times, Wall Street Journal, and other leading publications.

Job Summary

This role participates in scientific research projects. Ensures compliance of research activities with institutional, state, and federal regulatory policies, procedures, directives and mandates. Analyzes possible solutions using standard procedures. Writes articles, reports and manuscripts. Assists in drafting presentations on research findings.

Successful candidates will work with the Climate Impact Lab, a unique collaboration of experts—economists, climate scientists, and computational scientists—working to build data-driven estimates of the local and global costs of climate change. Our research involves using econometric methods and globally comprehensive data to quantify the impacts of climate change sector-by-sector, community-by-community around the world. It will allow decision-makers in the public and private sectors to understand the risks climate change presents and mitigate those risks through smarter investments and public policy. The research has also been used to produce the world’s first empirically-derived estimate of the social cost of carbon — the cost to society from each ton of carbon dioxide emitted. This figure will be continuously updated as research progresses and can serve as the basis for energy and climate policies.


Minimum requirements include a college or university degree in related field.

Minimum requirements include knowledge and skills developed through 2-5 years of work experience in a related job discipline.




Research


Individual Contributor


Exempt


Monthly


37.5


Yes


No


No


No






Show more",4.2,The University of Chicago,"Chicago, IL",10000+ Employees,1890.0,College / University,Colleges & Universities,Education,$1 to $5 billion (USD),0,0,IL,133.0,research data scientist,data scientist,4,96848.0
617,sr data scientist,"126,935 ","Description

Position Summary
bioMerieux’s Data Science group is looking for a Senior/Lead Data Scientist to help develop solutions for the next generation product concepts that will have a direct impact on the future of medical diagnostics.

The position involves all aspects of feasibility and design work focused on the application of mathematical techniques, data analytics, experiment design, algorithm design and statistical analysis to drive concepts from ideation through feasibility and into development. Algorithm design will involve statistical and machine learning methodologies from design to optimization. Additionally, the Data Scientist will be required to support currently launched products, including manufacturing process development, quality analytics, product evolution and change requests.

The position will include collaboration and interaction with other scientists and engineers while prototyping, integrating and testing the technology for the next generation of diagnostic products for hospitals and laboratories. Coordination as a project team member with marketing, project management, quality analytics, manufacturing, regulatory and other functional areas will be required.

The Data Scientist is expected to prototype and design to the goals of functionality and operational utility while considering long term architecture, solution universality, practicality, connectivity, and schedule commitments. The position requires the ability to perform critical analysis, work well in teams, and self-manage.




Show more",4.1,bioMerieux SA,"Hazelwood, MO",10000+ Employees,1963.0,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$1 to $5 billion (USD),0,0,MO,60.0,sr data scientist,data scientist,4,126935.0
618,"staff data scientist, advanced analytics and engineering","202,500 ","Our Mission

As humans, there are few things more exciting than meeting someone new. At Tinder, we’re inspired by the challenge of keeping the magic of human connection alive. With tens of millions of users, hundreds of millions of downloads, 2+ billion swipes per day, 20+ million matches per day, and a presence in 190+ countries, our reach is expansive—and rapidly growing.
We work together to solve complex problems. Behind the simplicity of every match, we think deeply about human relationships, behavioral science, network economics, AI and ML, online and real-world safety, cultural nuances, loneliness, love, sex, and more.



Show more",3.4,Match Group,"San Francisco, CA",1001 to 5000 Employees,2015.0,Company - Public,Internet & Web Services,Information Technology,$1 to $5 billion (USD),0,0,CA,8.0,staff data scientist,data scientist,4,202500.0
619,nyse data scientist,"125,000 ","Job Purpose
The NYSE is looking for a Data Scientist to join the NYSE Transactions Data Science team. As a Data Scientist, you will employ the latest data science and analytics techniques to help spearhead the groups quantitative research efforts and drive innovation and growth within the business. You will design and build innovative quantitative methods to drive exchange trading product evolution, identify key market trends, devise advanced analytics, and unlock the next big opportunities for the business and the industry. In this role you will collaborate with various internal and external stakeholders, including regular interaction with NYSE and ICE senior management, to extend and defend the NYSEs leadership position in the cash equity and options trading, listing and technology businesses.


Show more",3.6,Intercontinental Exchange,"New York, NY",1001 to 5000 Employees,2000.0,Company - Public,Stock Exchanges,Financial Services,$5 to $10 billion (USD),0,0,NY,23.0,nyse data scientist,data scientist,2,125000.0
620,senior data scientist,"124,528 ","Cox Communications is looking for a Senior Data Scientist to join the Analytics + Intelligence (A+I) team. This role will be responsible for performing analysis that drives containment in digital self-service troubleshooting platforms and continuous optimization solutions for Cox Communications' lines of business.

Associated scope will include (but not be limited to) transaction anomaly detection, real-time analytic application development, operational solution integration, and customer interaction analysis. The Senior Data Scientist is required to have strong skills in advanced analytics algorithms, tools, and technologies to drive solution development at scale. This position also requires the ability to work independently on all analytical projects, from data preparation and cleaning to formulating solutions, model development, validation, implementation, and presentation of findings to stakeholders.















Cox Communications is the largest private telecom company in America, serving six million homes and businesses. That's a lot, but we also proudly serve our employees. Our benefits and our award-winning culture are just two of the things that make Cox a coveted place to work. If you're interested in bringing people closer through broadband, smart home tech and more, join Cox Communications today!



Cox empowers employees to build a better future and has been doing so for over 120 years. With exciting investments and innovations across transportation, communications, cleantech and healthcare, our family of businesses - which includes Cox Automotive and Cox Communications - is forging a better future for us all. Ready to make your mark? Join us today!

Benefits of working at Cox may include health care insurance (medical, dental, vision), retirement planning (401(k)), and paid days off (sick leave, parental leave, flexible vacation/wellness days, and/or PTO). For more details on what benefits you may be offered, visit our benefits page .

Cox is an Equal Employment Opportunity employer - All qualified applicants/employees will receive consideration for employment without regard to that individual's age, race, color, religion or creed, national origin or ancestry, sex (including pregnancy), sexual orientation, gender, gender identity, physical or mental disability, veteran status, genetic information, ethnicity, citizenship, or any other characteristic protected by law.

Statement to ALL Third-Party Agencies and Similar Organizations: Cox accepts resumes only from agencies with which we formally engage their services. Please do not forward resumes to our applicant tracking system, Cox employees, Cox hiring manager, or send to any Cox facility. Cox is not responsible for any fees or charges associated with unsolicited resumes.
Show more",4.0,Cox Communications,"Atlanta, GA",10000+ Employees,1962.0,Company - Private,"Cable, Internet & Telephone Providers",Telecommunications,$10+ billion (USD),0,0,GA,61.0,sr data scientist,data scientist,4,124528.0
