Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Data Scientist 2 - Remote,"$126,150
/yr (est.)","Optum is a global organization that delivers care, aided by technology to help millions of people live healthier lives. The work you do with our team will directly improve health outcomes by connecting people with the care, pharmacy benefits, data and resources they need to feel their best. Here, you will find a culture guided by diversity and inclusion, talented peers, comprehensive benefits and career development opportunities. Come make an impact on the communities we serve as you help us advance health equity on a global scale. Join us to start Caring. Connecting. Growing together.

Positions in this function produce innovative solutions driven by exploratory data analysis from unstructured, diverse datasets typically measured in gigabytes or larger. Applies knowledge of statistics, machine learning, programming, data modeling, simulation, and advanced mathematics to recognize patterns, identify opportunities, pose business questions, and make valuable discoveries leading to prototype development and product improvement. Uses a flexible, analytical approach to design, develop, and evaluate predictive and prescriptive models and advanced algorithms that lead to optimal value extraction from the data. Works with analytics and statistical software such as SQL, R, Python, Hadoop and others to perform analysis and interpret data. This function is not intended for employees performing the following work: less complex analysis on small data sets; rules-based algorithmic or descriptive analytics; development of big data infrastructure.









Show more",3.6,Optum,"Huntsville, AL",10000+ Employees,--,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD)
Data Science Specialist,"$64,000
/yr (est.)","The Data Science Specialist will collaborate with colleagues within Educational Outreach and Student Services and the broader university to design and implement data services and programming. The successful candidate will coordinate data collection, analyze quality, document processes and procedures, and contribute to research design and reporting efforts that support the university’s mission, both independently and within a team. They will also provide decision support analysis to inform project prioritization of student success and outreach strategies while contributing to the advancement of data literacy and research across the division.
This position is ideal for a data scientist with an interest in promoting awareness of data science, data resources, and data services among EOSS professional and student staff through comprehensive, customized instructional activities and presentations delivered in various formats and modalities.



Arizona State University offers a comprehensive benefits package that includes valuable employee benefits to enhance the total compensation of its staff. This package includes: (Click here to explore options)






















Show more",4.2,Arizona State University,"Tempe, AZ",10000+ Employees,1885,College / University,Colleges & Universities,Education,$1 to $5 billion (USD)
Data Scientist,"$114,088
/yr (est.)","Data Scientist
*** This is a hybrid position, only local candidates will be considered. If you have plans to move to the Bay Area please provide details in a cover letter ***

Job Summary:
Responsible for modeling and analyzing complex organization-wide problems, discovering insights and identifying opportunities through the use of statistical, algorithmic, mining and visualization techniques. Proficient at wrangling large amounts of data from disparate sources, creating and refining financial models, and have the ability to effectively communicate results. Turn data gleaned from tactical data munging into knowledge that can be used to make sound decisions.




Show more",4.3,Provident Credit Union,"Redwood Shores, CA",201 to 500 Employees,1950,Nonprofit Organization,Investment & Asset Management,Financial Services,$25 to $100 million (USD)
Senior Data Scientist,-1,"Job Description:
Machine learning and LLMs' impact on Financial and Compliance services continues to expand each day. Toppan Merrill is looking for a data scientist to help harness this growing field to benefit our clients. This individual will participate in the planning, design, development, and implementation of solutions to provide the optimal product experience for our customers. Our data scientists work on solutions which improve the efficiency of technology and product and increase customer engagement, comprehension, and experiences.
Responsibilities:
Collaborate with cross-functional teams to build new solutions for customers in Financial and Compliance services using your expertise in machine learning models and algorithms
Show more",3.6,Toppan Merrill,Remote,1001 to 5000 Employees,1987,Company - Public,Financial Transaction Processing,Financial Services,$25 to $100 million (USD)
Data Scientist,-1,"DATA SCIENTIST:
One of The Select Group's clients is looking for a Data Scientist to join their team! This person can sit REMOTE and will be working west coast hours. The ideal candidate must have a strong background within the retail industry and comes from a data scientist/economist background. You will be responsible for supporting Digital Experimentation within the Experimentation Center of Excellence to meet the rapid growth of our client's eCommerce business and loyalty programs. If the below sounds like you, please apply!

DATA SCIENTIST REQUIREMENTS:

Show more",5.0,CEDENT,United States,1 to 50 Employees,--,Contract,Computer Hardware Development,Information Technology,Less than $1 million (USD)
Data Science and Visualization Specialist - Product Design,-1,"Summary

Posted: Dec 15, 2023

Role Number:200495248

The Data Science and Visualization (DataViz) team at Apple is currently seeking an enthusiastic team player to join our small, supportive, inclusive, and dynamic team as a Data Scientist and Visualization Specialist. The DataViz team collaborates with a variety of partners within Apple to distill data into actionable and intuitive visualizations that drive informed decisions. We work cooperatively to understand challenging problems that arise during all stages of product design at Apple. The job requires collaborative work, fluency using statistics and visualizations to answer specific questions about datasets, proficient programming skills in R or Python, and most importantly, a passion for creating informative visualizations and presentations to communicate results to all levels of the company. We encourage anyone who approaches problem solving with curiosity and imagination to apply. We value people with a desire to learn new skills and a mindset that views challenging questions as opportunities for insight. The DataViz team enables data-driven decision making by performing analysis, modeling, and visualization of unstructured data for engineering and research design teams. Our unique position within the organization allows us to assist other teams on a wide range of products designed at Apple. Our work impacts products used by millions of people worldwide.



Key Qualifications





Description

As a member of this team-oriented, collaborative group, you will be working on the latest, most innovative Apple products together with many cross-functional teams. Your responsibilities will include some of the following activities: - Writing scripts to preprocess data from various sources and formats. - Conducting data exploration on datasets, QA/QC, visualization, statistical and data analyses, and mathematical modeling. - Creating custom visualizations that help decision makers quickly understand the data. - Collaborating with cross-functional teams to help identify trends in their data or to build tools that will enable easier analysis and visualizations in the future. The role will require close collaboration with DataViz team members and members of other cross-functional teams, with many opportunities to practice and grow communication skills. You’ll have a lot of latitude to define how you work; specific tools matter less than the lateral thinking they enable. This is a truly unique opportunity that exposes you to many different teams at Apple.



Education & Experience

Masters degree in an analytical field such as (but not limited to) Computer Science, Engineering, Statistics, Applied Math, Physics, Biological Sciences, Robotics, Climate or Environmental Science, Computer Graphics, or Animation, along with 2+ years relevant work experience. Ph.D. degree preferred.



Additional Requirements



Pay & Benefits






Show more",4.2,Apple,"Boulder, CO",10000+ Employees,1976,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD)
Bioinformatician / Research Data Analyst,"$60,909
/yr (est.)","Department
HSC-Research Core-390050

Job Location
Fort Worth

Full Time/Part Time
Full-Time

Retirement Eligibility
TRS Eligible

























Show more",4.0,University of North Texas Health Science Center,"Fort Worth, TX",1001 to 5000 Employees,2001,College / University,Colleges & Universities,Education,Unknown / Non-Applicable
Senior Data Scientist,"$154,441
/yr (est.)","Chubb’s North America Property and Casualty Data Analytics Division is currently seeking an experienced Senior Data Scientist with 5+ years of industry experience to join our fast-paced, high-energy team. As a Senior Data Scientist for NA PC Analytics, you will perform quantitative data analysis to enable organizational decision making and develop solutions to complex business problems and create value to the business. This position offers exposure to a wide variety of analytics tools and technologies as well as unique challenges in problem-solving. Building and deploying generalized linear models in support of our pricing strategy will be a focus area.
In this role, you will:
Show more",3.3,Combined Insurance,"Jersey City, NJ",Unknown,1922,Subsidiary or Business Segment,Insurance Carriers,Insurance,$500 million to $1 billion (USD)
Data Mentor (Part-time),-1,"What is Pathrise?
Pathrise (YC W18) connects job seekers across North America to world class industry mentorship and career coaching to help them land a new career. The program is free upfront and our customers pay us back when they’re hired.

Built around aligned incentives, we help build equity in the job search process by providing 1-on-1 mentorship, training, and a platform to uplift job seekers and ultimately, help them fulfill their hopes, ambitions, and livelihoods. We’ve already helped more than a thousand fellows land meaningful jobs, and helped them earn over $100M in salary.

In 2022 we raised our Series B and there is even more exciting growth on the horizon. That year we expanded from 6 to 14 industries, launched a tiered pricing system with differentiated product offerings, and much more.

















Show more",4.3,Pathrise,Remote,51 to 200 Employees,2017,Company - Private,Education & Training Services,Education,$1 to $5 million (USD)
Data Scientist,"$112,264
/yr (est.)","Job Responsibilities
Need someone with great forecasting skills
Need someone who can predict a value in the future that’s not 0 or 1
Demand forecasting
(Find someone out of the financial sector) – stock market, hedge fund, procurement, supply chain
Dimensionality reduction (what have you done in reducing dimensions?)
What have you done beyond ‘PCA’ principal component analysis?
Once we identify a candidate that has done more than PCA – we are cooking!
Month to Month Outlook:
Show more",4.5,Colsh Consultants,"Chicago, IL",Unknown,2005,Unknown,Information Technology Support Services,Information Technology,Unknown / Non-Applicable
Senior Data Scientist,"$137,500
/yr (est.)","At Bluesight, our mission is to create groundbreaking medication intelligence solutions that increase efficiency, safety and visibility for health systems and pharmaceutical manufacturers. We empower our customers to deliver the right medicine to the right patient at the right time, every time. We are a high growth healthcare information technology company with a start-up 'vibe' but over 2,000 customers tracking medications using our proven solutions.

Bluesight is looking for a Senior Data Scientist to join our central data team and help us drive the success of data science and analytics efforts across the organization. This role will work closely with external and internal stakeholders to deliver value through all stages of the RnD life cycle: identifying opportunities, building core infrastructure, running predictive models, analyzing impact, and highlighting improvement areas. This person will partner with cross-functional peers to strengthen Bluesight’s data culture and help us innovate within our suite of Medication Intelligence products.



Show more",4.0,Kitcheck,Remote,51 to 200 Employees,2013,Company - Private,Computer Hardware Development,Information Technology,$25 to $100 million (USD)
"Data Scientist, Product Analytics","$140,000
/yr (est.)","As a Data Scientist at Meta, you will shape the future of people-facing and business-facing products we build across our entire family of applications (Facebook, Instagram, Messenger, WhatsApp, Oculus). By applying your technical skills, analytical mindset, and product intuition to one of the richest data sets in the world, you will help define the experiences we build for billions of people and hundreds of millions of businesses around the world. You will collaborate on a wide array of product and business problems with a diverse set of cross-functional partners across Product, Engineering, Research, Data Engineering, Marketing, Sales, Finance and others. You will use data and analysis to identify and solve product development’s biggest challenges. You will influence product strategy and investment decisions with data, be focused on impact, and collaborate with other teams. By joining Meta, you will become part of a world-class analytics community dedicated to skill development and career growth in analytics and beyond.Product leadership: You will use data to shape product development, quantify new opportunities, identify upcoming challenges, and ensure the products we build bring value to people, businesses, and Meta. You will help your partner teams prioritize what to build, set goals, and understand their product’s ecosystem.Analytics: You will guide teams using data and insights. You will focus on developing hypotheses and employ a diverse toolkit of rigorous analytical approaches, different methodologies, frameworks, and technical approaches to test them.Communication and influence: You won’t simply present data, but tell data-driven stories. You will convince and influence your partners using clear insights and recommendations. You will build credibility through structure and clarity, and be a trusted strategic partner.















Meta builds technologies that help people connect, find communities, and grow businesses. When Facebook launched in 2004, it changed the way people connect. Apps like Messenger, Instagram and WhatsApp further empowered billions around the world. Now, Meta is moving beyond 2D screens toward immersive experiences like augmented and virtual reality to help build the next evolution in social technology. People who choose to build their careers by building with us at Meta help shape a future that will take us beyond what digital connection makes possible today—beyond the constraints of screens, the limits of distance, and even the rules of physics.




Show more",3.9,Facebook App,"San Francisco, CA",10000+ Employees,2004,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD)
Data Scientist - Lead Business Intelligence Analyst,"$113,291
/yr (est.)","Description
The Data Scientist - Lead Business Intelligence Analyst position provides a key role within the Data Science department by working with the sales, product line management, and senior management teams on analytical initiatives to generate market opportunities leading to higher CME Group revenue and volume. Responsibilities include providing and maintaining customer 360 analytics for clients trading futures & options, cash markets, data services, and colocation services. The position will manage and lead projects to produce analytics, visuals, and market opportunities using business intelligence and lead generation tools. In addition, this role will communicate analytics, promote business intelligence (BI) tools and acquire feedback on additional analysis. The position will assist with transitioning the Business Analytics team's current portfolio of performance reports to the Google Cloud Platform (GCP) to generate more insightful analytics and revenue opportunities.






CME Group: Where Futures Are Made

CME Group (www.cmegroup.com) is the world's leading derivatives marketplace. But who we are goes deeper than that. Here, you can impact markets worldwide. Transform industries. And build a career shaping tomorrow. We invest in your success and you own it, all while working alongside a team of leading experts who inspire you in ways big and small. Problem solvers, difference makers, trailblazers. Those are our people. And we're looking for more.

Show more",4.0,CME Group,"Chicago, IL",1001 to 5000 Employees,2007,Company - Public,Investment & Asset Management,Financial Services,$1 to $5 billion (USD)
Data Scientist,"$102,303
/yr (est.)","Job ID: 2401661
Location: MCLEAN, VA, US
Date Posted: 2024-02-01
Category: Software
Subcategory: SW Engineer
Schedule: Full-time
Shift: Day Job
Travel: No
Minimum Clearance Required: TS/SCI with Poly
Clearance Level Must Be Able to Obtain: None
Potential for Remote Work: No



Covid Policy: SAIC does not require COVID-19 vaccinations or boosters. Customer site vaccination requirements must be followed when work is performed at a customer site.
Show more",4.1,SAIC,"McLean, VA",10000+ Employees,1969,Company - Public,Information Technology Support Services,Information Technology,$5 to $10 billion (USD)
Data Scientist,"$102,303
/yr (est.)","Job ID: 2401661
Location: MCLEAN, VA, US
Date Posted: 2024-02-01
Category: Software
Subcategory: SW Engineer
Schedule: Full-time
Shift: Day Job
Travel: No
Minimum Clearance Required: TS/SCI with Poly
Clearance Level Must Be Able to Obtain: None
Potential for Remote Work: No



Covid Policy: SAIC does not require COVID-19 vaccinations or boosters. Customer site vaccination requirements must be followed when work is performed at a customer site.
Show more",4.1,SAIC,"McLean, VA",10000+ Employees,1969,Company - Public,Information Technology Support Services,Information Technology,$5 to $10 billion (USD)
Research Data Scientist,"$96,848
/yr (est.)","Department

EPIC - Climate Impact Lab (CIL)

About the Department

As an interdisciplinary research and training center at the University of Chicago, EPIC is contributing innovative solutions to the global energy challenge. Previous results from EPIC projects have been influential with policymakers worldwide and featured in the New York Times, Wall Street Journal, and other leading publications.

Job Summary

This role participates in scientific research projects. Ensures compliance of research activities with institutional, state, and federal regulatory policies, procedures, directives and mandates. Analyzes possible solutions using standard procedures. Writes articles, reports and manuscripts. Assists in drafting presentations on research findings.

Successful candidates will work with the Climate Impact Lab, a unique collaboration of experts—economists, climate scientists, and computational scientists—working to build data-driven estimates of the local and global costs of climate change. Our research involves using econometric methods and globally comprehensive data to quantify the impacts of climate change sector-by-sector, community-by-community around the world. It will allow decision-makers in the public and private sectors to understand the risks climate change presents and mitigate those risks through smarter investments and public policy. The research has also been used to produce the world’s first empirically-derived estimate of the social cost of carbon — the cost to society from each ton of carbon dioxide emitted. This figure will be continuously updated as research progresses and can serve as the basis for energy and climate policies.


Minimum requirements include a college or university degree in related field.

Minimum requirements include knowledge and skills developed through 2-5 years of work experience in a related job discipline.




Research


Individual Contributor


Exempt


Monthly


37.5


Yes


No


No


No






Show more",4.2,The University of Chicago,"Chicago, IL",10000+ Employees,1890,College / University,Colleges & Universities,Education,$1 to $5 billion (USD)
Data Science Analyst - QHS,"$115,565
/yr (est.)","Why Mayo Clinic

Mayo Clinic is top-ranked in more specialties than any other care provider according to U.S. News & World Report. As we work together to put the needs of the patient first, we are also dedicated to our employees, investing in competitive compensation and comprehensive benefit plans – to take care of you and your family, now and in the future. And with continuing education and advancement opportunities at every turn, you can build a long, successful career with Mayo Clinic. You’ll thrive in an environment that supports innovation, is committed to ending racism and supporting diversity, equity and inclusion, and provides the resources you need to succeed.













Exempt



$92,456 - $138,674/ year; Education, experience and tenure may be considered along with internal equity when job offers are extended



Yes



Full Time



80



Monday- Friday; 8am-5pm



N/A



No










Chelsea Crosby
Show more",3.9,Mayo Clinic,"Jacksonville, FL",10000+ Employees,--,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$10+ billion (USD)
Health Equity Data Scientist,-1,"General Summary of Position
The Health Equity Data Scientist supports health equity innovation and projects using data science techniques and technologies. Under general supervision of the Assistant Vice President of Health Equity and/or designee, engages in all activities necessary to provide analyses of clinical quality, patient safety, patient experience, social drivers of health, community health, population health, and other health-related data sources, including (but not limited to) developing innovative approaches to discovery, machine learning and natural language processing, quantitative data analysis, methods to uncover subtle associations and casual factors, data management, mapping across multiple data sources, interpretation of findings, and reporting related to health equity via a variety of databases. Conducts outcome reporting for MedStar Health's health equity programs using database systems to support performance improvement. Analyzes targeted datasets that identify both system-wide and site-specific trends and areas for improvement. Utilizes predictive analytics to identify the likelihood of future outcomes.



Show more",3.8,MEDSTAR HEALTH,"Columbia, MD",10000+ Employees,1985,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable
Senior Data Scientist,"$181,500
/yr (est.)","At Syncro, we're on the lookout for collaborative individuals with diverse perspectives willing to bring their authentic selves to a culture that prioritizes the employee experience. We are a remote-first software company relentlessly focused on living our core values so that we can all enjoy the ride together. Take a moment to reflect on whether you resonate with our company's core values and culture. If you believe you're ready to embark on a journey of delivering incredible experiences as a part of the Syncro team, then dive into the job description below!
Core Values: At Syncro we believe that companies with a strong and inclusive culture perform better and provide a great working environment. If these values resonate with you, please consider applying!


Show more",4.0,Syncro,Remote,51 to 200 Employees,2017,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable
Data Scientist,-1,"About Pull Systems

Pull Systems helps electric vehicle (EV) manufacturers, suppliers and operators manage their fleets with increasing levels of automation. Our software platform is underpinned by a library of machine learning models that predict battery behavior using a world class database of 3 years of operating history from nearly 100k vehicles. With Pull Systems, our manufacturer customers optimize costs (e.g., by predicting battery maintenance), boost aftersales revenues (e.g., by offering warranty extension products) and improve consumer experiences (e.g., by automating charging workflows).

Pull Systems is well-funded by some of the best-known investors in mobility, spun out of the Up Labs incubator in 2023 as the flagship company formed in partnership with Porsche.





Show more",-1.0,Pull Systems,California,1 to 50 Employees,--,Company - Private,--,--,Unknown / Non-Applicable
Data Scientist,-1,"Locations
United States
You will
• Design and develop the data models for the solution
Design, test, refine and iterate models in real world environments
Work collaboratively with other data scientists and data engineers to build out the solution
Show more",5.0,Concentric AI,United States,1 to 50 Employees,2018,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Lead Data Scientist,"$196,650
/yr (est.)","McKesson is an impact-driven, Fortune 10 company that touches virtually every aspect of healthcare. We are known for delivering insights, products, and services that make quality care more accessible and affordable. Here, we focus on the health, happiness, and well-being of you and those we serve – we care. What you do at McKesson matters. We foster a culture where you can grow, make an impact, and are empowered to bring new ideas. Together, we thrive as we shape the future of health for patients, our communities, and our people. If you want to be part of tomorrow’s health today, we want to hear from you.
The Lead Data Scientist role is responsible for architecting and implementing data science products to enhance the efficiency and effectiveness of McKesson’s supply chain network as part of McKesson’s Supply Chain Analytics Center of Excellence.
$147,500 - $245,800
Show more",3.7,McKesson,"Irving, TX",10000+ Employees,1833,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD)
Senior Data Scientist,-1,"Job Category: Technical
Job Type: Part Time
Job Location: Remote
Team: AI
About Kyla
Kyla is a medical startup that is focused on developing software that brings together the latest advancements in medical knowledge with state-of-the-art AI technologies. Kyla’s software is designed to help healthcare professionals provide better care to patients by leveraging the power of AI to improve diagnostic accuracy, optimize treatment plans, and streamline administrative processes.
About the role






Show more",3.5,Kyla,Remote,1 to 50 Employees,--,Company - Private,--,--,Unknown / Non-Applicable
Data Scientist,"$112,183
/yr (est.)","Position Description
We are looking for experienced Data Scientist to drive big data initiatives. The responsibilities of the position include:
Collect, clean, and preprocess large datasets to extract meaningful insights and patterns.
Select, train, validate, deploy, and refine ML models to solve complex business problems.
Conduct statistical analysis to validate and interpret data trends.
Work closely with cross-functional teams to identify data-driven solutions.

Show more",2.9,Daxwell,"Houston, TX",1 to 50 Employees,--,Company - Private,Consumer Product Manufacturing,Manufacturing,$25 to $100 million (USD)
DATA SCIENTIST,"$104,179
/yr (est.)","If you are a self-motivated and highly competitive individual with at least a bachelor's degree, we have exciting opportunities for you. You will have an opportunity to shine, learn and dramatically increase your earning potential. Sponsorship is available for the right individuals.
Please submit your resume, a cover letter listing three projects you have accomplished, and your salary requirements to careers@dasconsultants.com
Company Benefits and Advantages
Competitive Salary
Paid Holidays and Vacation
Medical and Dental Insurance



Show more",-1.0,"Data and Analytic Solutions, Inc. (DAS)","Fairfax, VA",1 to 50 Employees,--,Company - Private,--,--,$1 to $5 million (USD)
"Lead Data Scientist - Generative AI (GenAI, GAI, Deep Learning)(Remote Or Hybrid)","$173,750
/yr (est.)","The pay range is $124,100.00 - $223,400.00
Pay is based on several factors which vary based on position. These include labor markets and in some instances may include education, work experience and certifications. In addition to your pay, Target cares about and invests in you as a team member, so that you can take care of yourself and your family. Target offers eligible team members and their dependents comprehensive health benefits and programs, which may include medical, vision, dental, life insurance and more, to help you and your family take care of your whole selves. Other benefits for eligible team members include 401(k), employee discount, short term disability, long term disability, paid sick leave, paid national holidays, and paid vacation. Find competitive benefits from financial and education to well-being and beyond at https://corporate.target.com/careers/benefits.
This position may be considered for a Remote or Hybrid (known internally at Target as ""Flex for Your Day"") work arrangement based on Target's needs. A Remote work arrangement means the team member works full-time from home or an alternate location that's not a Target location, does not have a desk at a Target location and may travel to HQ up to 4 times a year. A Hybrid/Flex for Your Day work arrangement means the team member's core role may be performed either remote or onsite at a Target location depending upon what your role, team and tasks require for that day. Work duties cannot be performed outside of the country of the primary work location, unless otherwise prescribed by Target.
Application deadline is : 04/28/2024
Qualifications:
Show more",3.5,TARGET,"Brooklyn Park, MN",10000+ Employees,1962,Company - Public,General Merchandise & Superstores,Retail & Wholesale,$10+ billion (USD)
Senior Data Scientist,-1,"Zelis is looking for a Senior Data Scientist who will collaborate with our analytics and data engineering teams to collect, analyze, and derive insights from company, client, and publicly available data. The ideal candidate must have strong experience in data mining/data analysis/predictive modeling, using a variety of data tools, building, and implementing models, supervised and unsupervised learning, NLP, feature reduction, cluster analysis and creating/running simulations. They must be comfortable working with a wide range of stakeholders and functional teams.
Essential Duties and Functions
Understanding the business objective and formulating the data science solution to solve the business problem


Show more",3.8,Zelis,Remote,1001 to 5000 Employees,2016,Company - Private,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable
"Data Scientist , AWS Support Customer Experience (SCX)","$91,914
/yr (est.)","2+ years of data scientist experience
3+ years of data querying languages (e.g. SQL), scripting languages (e.g. Python) or statistical/mathematical software (e.g. R, SAS, Matlab, etc.) experience
3+ years of machine learning/statistical modeling data analysis tools and techniques, and parameters that affect their performance experience
Experience applying theoretical models in an applied environment
AWS Sales, Marketing, and Global Services (SMGS) is responsible for driving revenue, adoption, and growth from the largest and fastest growing small- and mid-market accounts to enterprise-level customers including public sector. The AWS Global Support team interacts with leading companies and believes that world-class support is critical to customer success. AWS Support also partners with a global list of customers that are building mission-critical applications on top of AWS services.

Do you have proven analytical capabilities to identify business opportunities, develop predictive models and optimization algorithms to help us build state of the art Support organization?

At Amazon, we are working to be the most customer-centric company on earth. To get there, we need exceptionally talented, bright, and driven people. We set big goals and are looking for people who can help us reach and exceed them. Amazon Web Services (AWS) is one of the world’s most comprehensive and broadly adopted cloud platform, offering over 200 fully featured services from data centers globally. Amazon Web Services, Inc. provides services for broad range of applications including compute, storage, databases, networking, analytics, machine learning and artificial intelligence (AI), Internet of Things (IoT), security, and application development, deployment, and management.

Global AWS Support BizOPs team is looking for a strong, talented Data Scientist to model contact forecasting, discovering insights and identifying opportunities through the use of statistics, machine learning, and deep learning to drive business and operational improvements. A successful candidate must be passionate about building solutions that will help drive a more efficient operations network and optimize cost. In this role, you will partner with data engineering, Tooling team, operations, Training, Customer Service, Capacity planning and finance teams, driving optimization and prediction solutions across the network.

Key job responsibilities
We are looking for an experienced and motivated Data Scientist with proven abilities to build and manage modeling projects, identify data requirements, build methodology and tools that are statistically grounded. The candidate will be an expert in the areas of data science, optimization, machine learning and statistics, and is comfortable facilitating ideation and working from concept through execution. The candidate is customer obsessed, innovative, independent, results-oriented and enjoys working in a fast-paced growing organization. An interest in operations, manufacturing or process improvement is helpful. The ability to embrace this ambiguity and work with a highly distributed team of experts is critical. While this is a small team, there is opportunity to own globally impactful work and grow your career in technical, programmatic or people leadership. You will likely work with Python or R, though specific particular modelling language. Your problem-solving ability, knowledge of data models and ability to drive results through ambiguity are more important to us.

About the team
Diverse Experiences
AWS values diverse experiences. Even if you do not meet all of the qualifications and skills listed in the job description, we encourage candidates to apply. If your career is just starting, hasn’t followed a traditional path, or includes alternative experiences, don’t let it stop you from applying.

Why AWS?
Amazon Web Services (AWS) is the world’s most comprehensive and broadly adopted cloud platform. We pioneered cloud computing and never stopped innovating — that’s why customers from the most successful startups to Global 500 companies trust our robust suite of products and services to power their businesses.

Inclusive Team Culture
Here at AWS, it’s in our nature to learn and be curious. Our employee-led affinity groups foster a culture of inclusion that empower us to be proud of our differences. Ongoing events and learning experiences, including our Conversations on Race and Ethnicity (CORE) and AmazeCon (gender diversity) conferences, inspire us to never stop embracing our uniqueness.

Mentorship & Career Growth
We’re continuously raising our performance bar as we strive to become Earth’s Best Employer. That’s why you’ll find endless knowledge-sharing, mentorship and other career-advancing resources here to help you develop into a better-rounded professional.

Work/Life Balance
We value work-life harmony. Achieving success at work should never come at the expense of sacrifices at home, which is why flexible work hours and arrangements are part of our culture. When we feel supported in the workplace and at home, there’s nothing we can’t achieve in the cloud.

We are open to hiring candidates to work out of one of the following locations:

Dallas, TX, USA

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.
Show more",3.8,"Amazon Web Services, Inc.","Dallas, TX",Unknown,2006,Subsidiary or Business Segment,Internet & Web Services,Information Technology,$10+ billion (USD)
Data Scientist II - Hybrid,"$115,350
/yr (est.)","See yourself at Radian? We see you here too.
At Radian, we see you. For the person you are and the potential you hold. That’s why we’ve embraced a new way of working that lets our people across the country be themselves, be their best and be their boldest. Because when each of us is truly seen, each of us gives our best – and at Radian, we’ll give you our best right back.
Studies have shown that job seekers may hesitate to apply for jobs unless they meet every single qualification listed. We strive to see the potential in each applicant, so if you’re excited about this role but your experience or education level doesn’t align perfectly with every qualification in the job description, we encourage you to apply anyway. You may be just the right candidate for this or other roles.
Studies have shown that job seekers may hesitate to apply for jobs unless they meet every single qualification listed. We strive to see the potential in each applicant, so if you’re excited about this role but your experience or education level doesn’t align perfectly with every qualification in the job description, we encourage you to apply anyway. You may be just the right candidate for this or other roles.



Show more",4.1,Radian,United States,1001 to 5000 Employees,1977,Company - Public,Insurance Carriers,Insurance,$1 to $5 billion (USD)
Senior Data Scientist,"$235,000
/yr (est.)","Senior Data Scientist

This role has been designated as ‘Hybrid’ with an expectation that you will work on average 2-3 days per week from an HPE office.
Who We Are:
Hewlett Packard Enterprise is the global edge-to-cloud company advancing the way people live and work. We help companies connect, protect, analyze, and act on their data and applications wherever they live, from edge to cloud, so they can turn insights into outcomes at the speed required to thrive in today’s complex world. Our culture thrives on finding new and better ways to accelerate what’s next. We know diverse backgrounds are valued and succeed here. We have the flexibility to manage our work and personal needs. We make bold moves, together, and are a force for good. If you are looking to stretch and grow your career our culture will embrace you. Open up opportunities with HPE.

Cloud Architectures, Cross Domain Knowledge, Design Thinking, Development Fundamentals, DevOps, Distributed Computing, Microservices Fluency, Full Stack Development, Release Management, Security-First Mindset, User Experience (UX)
Engineering
Master

Annual Salary: $142,500.00 - $327,500.00

Show more",4.1,Hewlett Packard Enterprise,"San Jose, CA",10000+ Employees,2015,Company - Public,Information Technology Support Services,Information Technology,Unknown / Non-Applicable
Data Scientist,-1,"More details outside of the job description below, candidates will need related work experience: Experience: Data Scientist with strong Python coding, machine learning & natural language processing experience + web scraping required. Cybersecurity (vulnerability mitigation and open/closed source) highly desired but not required. Would still want to see a resume if they're over the rate if they have the cyber experience Project - working on developing a solution related to risk management & vulnerability management. Building a business process tool. Must include a portfolio of the projects they've worked on Full time position (40 hours) and must be available for daily stand-ups and weekly meetings Data Scientist About This Role The successful candidate will be responsible for utilizing their data science knowledge to contribute to our cybersecurity project. Ideally, this individual will have cybersecurity experience, with a deep understanding of Python for data processing and the ability to write production level code. Experience with web scraping, Machine Learning and Natural Language Processing (NLP) is crucial, as is a capacity to work in a high-pace, high-demand setting. Knowledge of Appian will be considered a plus. Qualifications Proven data science experience 7+ years Python experience, with a deep understanding of data processing and ability to write production-level code Demonstrable experience with web scraping Solid understanding of Machine Learning concepts and experience with relevant tools such as Sklearn, TensorFlow, or Pytorch Familiarity with Natural Language Processing (NLP), with practical knowledge of tools like NLTK or Spacy Ability to keep up with a fast-paced, rapidly changing environment Innate problem-solving skills, coupled with a creative and innovative mindset Cybersecurity experience desired Vulnerability management Open Source / Closed-Source Intelligence Knowledge of Appian desired
Show more",4.3,Intone Networks,Remote,201 to 500 Employees,--,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD)
